Reference Handle,Token,Item Name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Auto Add Item to Check,Option Name 1,Option Value 1,Default Unit Cost,Default Vendor Name,Default Vendor Code,Enabled Mia's Bakery,Current Quantity Mia's Bakery,New Quantity Mia's Bakery,Stock Alert Enabled Mia's Bakery,Stock Alert Count Mia's Bakery,Price Mia's Bakery,Enabled Mias UES,Current Quantity Mias UES,New Quantity Mias UES,Stock Alert Enabled Mias UES,Stock Alert Count Mias UES,Price Mias UES,Enabled Times Square,Current Quantity Times Square,New Quantity Times Square,Stock Alert Enabled Times Square,Stock Alert Count Times Square,Price Times Square,Modifier Set - Border Color,Modifier Set - Cake Pop Cupcake Flavor Choice,Modifier Set - Cupcake Flavor,Modifier Set - Cupcake Frosting,Modifier Set - Extra Shot Add-on,Modifier Set - Flavor - INST7PSUNRASXDKNC5NF7UUI,Modifier Set - Flavor - QDJSMW4SXF3MTFEZDQ6QJIZC,Modifier Set - Flavors,Modifier Set - Hot Drinks Extra Shot Choice,Modifier Set - Inscription,Modifier Set - Size,"Tax - New York, New York (11201) (8.875%)"
#salted-caramel-cupcake-ts--,5I2XXLAWZU6MRMAD4M3KHFQI,Salted Caramel Cupcake (TS),,,X609681,,Cupcakes to Stay,Cupcakes to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,4.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#salted-caramel-cupcake-to-go-,U33CS22VVKU5VM6UR7NNC7XY,Salted Caramel Cupcake to Go,,,9728220,,Cupcakes to Go,Cupcakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,4.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#saratoga-sparkling-,XCV366ZK4ILEYT6XVCUSRCPP,Saratoga Sparkling,,,N116984,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,3.21,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#saratoga-still-,C6HTM5A5ULNBT26NCREGTATE,Saratoga Still,,,797576D,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,3.21,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#sfogliatelle-,QHJSBHWH4JW4F5UX2JQQECWX,Sfogliatelle,,,R936014,,Brownies to Go,Brownies to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,5.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#silver-topper-,BO3APCFUXAXLRGA3XBPJW3FS,Silver Topper,,,E272619,,Add-ons to Go,Add-ons to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,6.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#slice-flan-ts--,VXJVHKNYYZJIDVCJZKF4BCVQ,Slice Flan (TS),,,856411F,,Custard to Stay,Custard to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,8.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#smoothie-,5XYSXRBDVA4B6DHOUUHF2KRI,Smoothie,,,129146Z,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,5.51,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#soft-almond-cookie-to-go-,745JCQ4WJZKGOA6SZXKSMC66,Soft Almond Cookie to Go,,Pound 1.000,T938610,,Cookies by the Pound to Go,Cookies by the Pound to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,24.00,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#spinach-feta-ts--,UPNKWGWQC65AUN3T3AV4B6IE,Spinach & Feta (TS),,,1344415,,Spinach to Stay,Spinach to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,7.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#spinach-feta-to-go-,XL2OGRLS7YP2CWQPUZDSPWFT,Spinach & Feta to Go,,,295420N,,Spinach to Go,Spinach to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,6.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#spinach-kale-ts--,4BVQE3PGTC3IL62MQ7LVZGNB,Spinach & Kale (TS),,,F603433,,Spinach to Stay,Spinach to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,7.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#spinach-kale-to-go-,GATOD7RP45YPNDAEHUSVOUFD,Spinach & Kale to Go,,,R364992,,Spinach to Go,Spinach to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,6.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#strawberry-banana-cupcake-ts--,GSJVDBYPKPVO3U73HQCIADLP,Strawberry Banana Cupcake (TS),,,L059379,,Cupcakes to Stay,Cupcakes to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,4.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#strawberry-banana-cupcake-to-go-,WOS5NQJGGLXUAPL62APFYTJZ,Strawberry Banana Cupcake to Go,,,V632752,,Cupcakes to Go,Cupcakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,4.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#strawberry-cheesecake-slice,O6DBC6WQWVPEOWDVGOB4ZHBB,Strawberry Cheesecake,Slice,,D678122,,Cheesecakes to Go,Cheesecakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#strawberry-cheesecake-8inch,JLNJY6JVPKOAXXJM26PO66Z7,Strawberry Cheesecake,8inch,,429274J,,Cheesecakes to Go,Cheesecakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,56.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#strawberry-cheesecake-10inch,65NZHICMBL5M3GKEA4YYEE2Z,Strawberry Cheesecake,10inch,,7864982,,Cheesecakes to Go,Cheesecakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,68.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#strawberry-lemonade-,XXZS5AQGHQAAZUX7UJANGDRS,Strawberry Lemonade,,,H181060,,Cold Drinks to Go,Cold Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,3.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#strawberry-shortcake-slice,N4MJ62HP4HONV7WBIVNZM56W,Strawberry Shortcake,Slice,,7449811,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#strawberry-shortcake-7inch,ASUCK4OW7GYEOZE2IHF377V3,Strawberry Shortcake,7inch,,F488541,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,50.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#strawberry-shortcake-8inch,YBXBZHCR7LSMLUR6REW5VQDZ,Strawberry Shortcake,8inch,,M097802,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,54.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#strawberry-shortcake-10inch,TDPYY3WCZSKYLCUOBA7NCTZW,Strawberry Shortcake,10inch,,359468W,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,65.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#strawberry-shortcake-qs,P3SJWDINWSGERPXS4ZOKCV3E,Strawberry Shortcake,QS,,9075366,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,100.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#strawberry-shortcake-hs,NDUUMURK2ZGPNKTNA6ZWI7M3,Strawberry Shortcake,HS,,X491071,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,175.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#strawberry-shortcake-fs,H7THDMTOYN34O5IUESBLBISA,Strawberry Shortcake,FS,,8302730,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,240.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#sweet-potato-pie-ts--,PJRMYD3PH3JRQSLHAGBGAXWJ,Sweet Potato Pie (TS),,,F429276,,Pies to Stay,Pies to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,9.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#sweet-potato-pie-to-go-slice,4VFCBJEIEUFWH5VFBBAVB2MS,Sweet Potato Pie to Go,Slice,,H621525,,Pies to Go,Pies to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#sweet-potato-pie-to-go-8inch,YLR4H4NAZK65WHX5BJVSIA64,Sweet Potato Pie to Go,8inch,,F876169,,Pies to Go,Pies to Go,,,,,visible,Prepared food and beverage,,,,,,,,29.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#sweet-potato-pie-to-go-10inch,EHE5YLNOJ6L7WN7NTDI5DBBR,Sweet Potato Pie to Go,10inch,,3234256,,Pies to Go,Pies to Go,,,,,visible,Prepared food and beverage,,,,,,,,38.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#tea-ts--,7ER4EAUQCO74VLU5HZZNWPDP,Tea (TS),,,257518M,,Hot Drinks to Stay,Hot Drinks to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,4.00,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#tea-to-go-small,2XWOX2UOAB6TIKJ4SOI6UC2G,Tea to Go,Small,,D891529,,Hot Drinks to Go,Hot Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,2.53,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#tea-to-go-large,DMHDUPP35OL5E3ZVDAKPMECL,Tea to Go,Large,,T862337,,Hot Drinks to Go,Hot Drinks to Go,,,,,visible,Prepared food and beverage,,,,,,,,2.99,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#tiny-bit-older-,QOEGNGCP2GDR7XQEA4UXRTXO,Tiny Bit Older,,,P177384,,Special Cake to Go,Special Cake to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,130.00,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#tiramisu-slice,RLHC44DRI4KWE7WRWAFOXF77,Tiramisu,Slice,,397601M,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#tiramisu-7inch,H5FEZ4XWFN6R5IMVNZP32GI2,Tiramisu,7inch,,S051029,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,50.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#tiramisu-8inch,W5XY3VPOMV4BOLWTNWH5IBTU,Tiramisu,8inch,,3750183,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,54.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#tiramisu-10inch,O2JBPPTOKUKCKDAIVJY6I7KL,Tiramisu,10inch,,8818710,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,65.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#tiramisu-qs,2OQTSFKFYOMTSQDMJFM7ERFE,Tiramisu,QS,,W511802,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,100.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#tiramisu-hs,ZQEBPHZEY2DVJA2NNWAJZKPV,Tiramisu,HS,,6847186,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,175.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#tiramisu-fs,UE7AJ7YAKZT7WCWI24IZSSZY,Tiramisu,FS,,P847179,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,240.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#tres-leches-ts--,QTY5R6O5P5ER4A7A5N4Q7EGM,Tres Leches (TS),,,3982596,,Cupcakes to Stay,Cupcakes to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,5.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#tres-leches-cake-slice,SGEYYJRPXZKLPSKJ4GI3FOPQ,Tres Leches Cake,Slice,,1781769,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#tres-leches-cake-7inch,UCBM6O3AKZZXXDCLC4G72I4Q,Tres Leches Cake,7inch,,2529334,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,50.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#tres-leches-cake-8inch,V5P2JS3GYQIDHSFAE4BKLCJA,Tres Leches Cake,8inch,,P312705,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,60.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#tres-leches-cake-10inch,VOPSA3L5IISHA3E2OQ6JQW5C,Tres Leches Cake,10inch,,P795903,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,70.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#tres-leches-cake-qs,RHHSDGIRRPNUAEFHW4XYCLFY,Tres Leches Cake,QS,,8047321,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,120.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#tres-leches-cake-hs,LFOZUNCTZDYOAW5A52GU5GDM,Tres Leches Cake,HS,,W201437,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,190.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#tres-leches-cake-fs,OPTZ7OZYFANDUEPITYAZW7PN,Tres Leches Cake,FS,,215437C,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,270.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#tres-leches-to-go-,O23AFZDHTVFPCSFZYN4GD6R4,Tres Leches to Go,,,9181264,,Cupcakes to Go,Cupcakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,4.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#triple-berry-pie-to-go-slice,UGEPET4RX5DFPXHNZXRXVKQ4,Triple Berry Pie to Go,Slice,,208753F,,Pies to Go,Pies to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#triple-berry-pie-to-go-8inch,6YZIJ4CUZSK6VWPAJ33JWWIU,Triple Berry Pie to Go,8inch,,372981W,,Pies to Go,Pies to Go,,,,,visible,Prepared food and beverage,,,,,,,,29.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#triple-berry-pie-to-go-10inch,FPYPUAJOFSCIISHRV42HDSAJ,Triple Berry Pie to Go,10inch,,X394579,,Pies to Go,Pies to Go,,,,,visible,Prepared food and beverage,,,,,,,,38.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#triple-cherry-crumb-pie-8inch,YDARXPGDZK4V5CZD44X2KVUB,Triple Cherry Crumb Pie,8inch,,2683821,,Pies to Go,Pies to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,29.00,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#triple-cherry-crumb-pie-10inch,2VBRSCVJ5GM4PVKPOLX3ICHN,Triple Cherry Crumb Pie,10inch,,E078433,,Pies to Go,Pies to Go,,,,,visible,Prepared food and beverage,,,,,,,,38.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#triple-cherry-pie-ts--,2KC3OSSVEKTTCYGCFLWIP5YK,Triple Cherry Pie (TS),,,229489Q,,Pies to Stay,Pies to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,9.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#turkey-and-cheese-croissant-ts--,JQ5TP2DYOQ2ZWLU2O4GYWE5I,Turkey and Cheese Croissant (TS),,,4764933,,Croissant to Stay,Croissant to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,6.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#turkey-and-cheese-croissant-to-go-,M362IYJAQ6V4PF63EPFWJPEC,Turkey and Cheese Croissant to Go,,,220851N,,Croissant to Go,Croissant to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,5.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#vanilla-bean-cake-slice,EFIZNHXRMERNWWCF3ZE76I5S,Vanilla Bean Cake,Slice,,K837957,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#vanilla-bean-cake-7inch,ULERHAS6WNZRWP54CVVWRRE5,Vanilla Bean Cake,7inch,,J280991,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,50.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#vanilla-bean-cake-8inch,BPFO6NFIBYYXWUQKJ7Q3EACN,Vanilla Bean Cake,8inch,,L550806,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,54.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#vanilla-bean-cake-10inch,BZZXTNOZV6DXL3KRSORE7EQX,Vanilla Bean Cake,10inch,,P140313,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,65.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#vanilla-bean-cake-qs,VTR4L6TJVZTT7TPYJOMVFM7Y,Vanilla Bean Cake,QS,,K401882,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,100.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#vanilla-bean-cake-hs,TQ5Z56LSETIDMZ55ZPKQMTE2,Vanilla Bean Cake,HS,,9409258,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,175.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#vanilla-bean-cake-fs,GXQY2T3R3VRLWUJ27P63JSKW,Vanilla Bean Cake,FS,,D133938,,Cakes to Go,Cakes to Go,,,,,visible,Prepared food and beverage,,,,,,,,240.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#vanilla-chocolate-cupcake-ts--,3XTWYW2BR6I43QWKKIUK55Q2,Vanilla Chocolate Cupcake (TS),,,2383119,,Cupcakes to Stay,Cupcakes to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,4.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#vanilla-chocolate-cupcake-to-go-,ATN2KKVAGW4BHUXSMGFMAVLL,Vanilla Chocolate Cupcake to Go,,,2773253,,Cupcakes to Go,Cupcakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,4.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#vanilla-cupcake-ts--,J4K2NDA6PPXQDQHHMUMDKNIQ,Vanilla Cupcake (TS),,,983204T,,Cupcakes to Stay,Cupcakes to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,4.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#vanilla-cupcake-to-go-,RL6ICZLYQ7TBC5AHEWEN3TGF,Vanilla Cupcake to Go,,,654480W,,Cupcakes to Go,Cupcakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,4.25,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#vanilla-eclair-ts--,MH46CDNJWEZGXL3OLVBKXHTM,Vanilla Eclair (TS),,,V438581,,SEN to Stay,SEN to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,6.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#vanilla-eclair-to-go-,IG7WZ7Y2WSYNKRR56MO25FA4,Vanilla Eclair to Go,,,294271E,,SEN to Go,SEN to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,6.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#vanilla-vegan-cupcake-ts--,L3CKDS4WZEDMC6FHITYIGJK3,Vanilla Vegan Cupcake (TS),,,S874590,,Cupcakes to Stay,Cupcakes to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,4.75,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#vanilla-vegan-cupcake-to-go-,T3VDJHACHJVBTSSN7F5SS6PT,Vanilla Vegan Cupcake to Go,,,523603G,,Cupcakes to Go,Cupcakes to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,4.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#vegan-chocolate-fudge-ts--,SZDNX4KOGRXT5KLPJJJ74QDK,Vegan Chocolate Fudge (TS),,,780848L,,Vegan to Stay,Vegan to Stay,,,,,visible,Prepared food and beverage,,,,,,,Y,8.95,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,Y
#vegan-chocolate-fudge-to-go-individual,IGEGY3DNVEOU3FEO7G5RH6KO,Vegan Chocolate Fudge to Go,Individual,,509774F,,Vegan to Go,Vegan to Go,,,,,visible,Prepared food and beverage,,,,,,,Y,8.50,,N,,N,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#vegan-chocolate-fudge-to-go-8inch,PXZ7ZSLJQMFIOZHKCPGIART4,Vegan Chocolate Fudge to Go,8inch,,5386570,,Vegan to Go,Vegan to Go,,,,,visible,Prepared food and beverage,,,,,,,,60.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#vegan-chocolate-fudge-to-go-10inch,EUNRIFB5SP4BSZE2GMWEXEBX,Vegan Chocolate Fudge to Go,10inch,,1547751,,Vegan to Go,Vegan to Go,,,,,visible,Prepared food and beverage,,,,,,,,70.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
#vegan-chocolate-fudge-to-go-qs,QCH6IR7ZBBXSNQ3BRGUNPEZE,Vegan Chocolate Fudge to Go,QS,,C057346,,Vegan to Go,Vegan to Go,,,,,visible,Prepared food and beverage,,,,,,,,120.00,,N,,,,N,,,,,,Y,,,,,,Y,,,,,,Y,,,,,,N,N,N,N,N,N,N,N,N,N,N,N
